[0.498, 14.0, 10.667, 0.716];[0.494, 14.667, 8.333, 0.789];[1, 0];
[0.507, 12.0, 3.0, 0.758];[0.421, 7.0, 10.0, 0.714];[1, 0];
[0.439, 12.667, 9.333, 0.642];[0.492, 10.0, 9.333, 0.8];[1, 0];
[0.447, 12.0, 14.667, 0.737];[0.497, 13.333, 13.333, 0.774];[0, 1];
[0.454, 11.333, 11.667, 0.745];[0.476, 11.333, 8.333, 0.76];[0, 1];
[0.425, 17.333, 12.0, 0.606];[0.46, 11.667, 10.667, 0.778];[1, 0];
[0.517, 13.333, 9.0, 0.778];[0.515, 11.0, 10.667, 0.786];[0, 1];
[0.467, 15.0, 8.333, 0.687];[0.45, 16.0, 11.667, 0.633];[1, 0];
[0.473, 10.667, 10.333, 0.777];[0.429, 16.0, 11.0, 0.879];[0, 1];
[0.501, 15.667, 5.667, 0.779];[0.432, 14.0, 8.0, 0.815];[1, 0];
[0.471, 16.667, 12.667, 0.682];[0.454, 14.333, 9.0, 0.698];[0, 1];
[0.496, 12.667, 10.333, 0.718];[0.422, 14.667, 13.0, 0.74];[0, 1];
[0.428, 16.333, 14.333, 0.683];[0.446, 14.0, 16.333, 0.726];[0, 1];
[0.459, 18.0, 11.0, 0.813];[0.445, 11.667, 14.0, 0.78];[0, 1];
[0.477, 14.667, 12.0, 0.785];[0.442, 17.0, 12.0, 0.809];[0, 1];
[0.452, 9.667, 11.667, 0.756];[0.493, 14.333, 6.667, 0.836];[1, 0];
[0.484, 10.333, 10.333, 0.802];[0.45, 15.333, 11.0, 0.635];[1, 0];
[0.43, 12.0, 11.0, 0.813];[0.415, 13.333, 12.667, 0.762];[0, 1];
[0.432, 16.0, 10.0, 0.706];[0.436, 11.333, 7.0, 0.767];[1, 0];
[0.377, 12.0, 9.333, 0.876];[0.488, 18.0, 10.333, 0.815];[1, 0];
[0.451, 15.0, 8.333, 0.772];[0.477, 16.0, 9.667, 0.723];[1, 0];
[0.41, 15.0, 10.333, 0.738];[0.47, 12.0, 13.0, 0.728];[1, 0];
[0.457, 15.667, 15.333, 0.701];[0.469, 17.333, 13.667, 0.823];[0, 1];
[0.417, 12.667, 14.333, 0.74];[0.458, 11.0, 8.0, 0.721];[0, 1];
[0.448, 13.333, 10.0, 0.738];[0.505, 13.0, 6.667, 0.73];[0, 1];
[0.445, 15.667, 15.667, 0.687];[0.469, 13.333, 9.333, 0.774];[1, 0];
[0.471, 16.667, 12.667, 0.843];[0.417, 11.333, 8.333, 0.761];[0, 1];
[0.446, 14.667, 11.333, 0.674];[0.469, 12.333, 11.667, 0.642];[1, 0];
[0.452, 10.667, 11.0, 0.831];[0.449, 12.0, 11.0, 0.849];[0, 1];
[0.515, 12.667, 9.0, 0.774];[0.468, 13.333, 8.667, 0.693];[0, 1];
[0.506, 16.333, 9.0, 0.798];[0.457, 13.0, 5.333, 0.66];[1, 0];
[0.394, 12.667, 9.0, 0.77];[0.446, 10.667, 7.667, 0.852];[1, 0];
[0.428, 13.333, 8.333, 0.755];[0.423, 12.0, 12.667, 0.695];[0, 1];
[0.474, 13.0, 12.333, 0.813];[0.424, 12.667, 8.0, 0.696];[0, 1];
[0.454, 11.667, 11.333, 0.703];[0.484, 11.333, 13.0, 0.833];[0, 1];
[0.485, 11.667, 9.333, 0.733];[0.446, 11.0, 11.333, 0.635];[1, 0];
[0.439, 16.333, 10.333, 0.741];[0.398, 15.333, 17.333, 0.676];[0, 1];
[0.462, 13.333, 8.0, 0.842];[0.452, 16.333, 11.0, 0.701];[0, 1];
[0.411, 11.667, 11.667, 0.816];[0.447, 19.0, 15.667, 0.801];[0, 1];
[0.452, 9.333, 12.667, 0.718];[0.521, 14.667, 10.333, 0.685];[0, 1];
[0.451, 17.0, 15.333, 0.65];[0.449, 15.0, 9.0, 0.739];[1, 0];
[0.405, 19.667, 12.333, 0.755];[0.443, 13.667, 9.667, 0.751];[0, 1];
[0.393, 12.667, 12.0, 0.774];[0.435, 15.333, 10.0, 0.657];[0, 1];
[0.462, 16.0, 12.333, 0.77];[0.461, 17.333, 8.0, 0.764];[0, 1];
[0.451, 13.667, 10.667, 0.779];[0.447, 10.667, 10.667, 0.735];[0, 1];
[0.4, 17.0, 13.333, 0.741];[0.497, 12.0, 15.333, 0.729];[0, 1];
[0.428, 13.0, 13.667, 0.645];[0.446, 10.667, 9.667, 0.647];[0, 1];
[0.506, 8.333, 10.0, 0.735];[0.478, 8.333, 9.333, 0.81];[0, 1];
[0.461, 14.333, 10.333, 0.685];[0.456, 14.0, 11.667, 0.738];[1, 0];
[0.43, 11.667, 9.667, 0.641];[0.524, 13.333, 6.333, 0.743];[0, 1];
[0.469, 11.667, 10.333, 0.665];[0.496, 12.333, 8.667, 0.758];[1, 0];
[0.439, 13.333, 14.667, 0.781];[0.459, 10.667, 10.0, 0.88];[0, 1];
[0.441, 14.667, 12.0, 0.783];[0.456, 10.0, 11.667, 0.741];[1, 0];
[0.47, 13.333, 7.333, 0.81];[0.435, 15.0, 10.333, 0.804];[0, 1];
[0.486, 14.667, 12.333, 0.688];[0.433, 12.667, 13.0, 0.743];[0, 1];
[0.488, 14.333, 9.333, 0.8];[0.454, 13.333, 6.333, 0.801];[0, 1];
[0.476, 15.333, 12.667, 0.756];[0.437, 13.0, 10.667, 0.766];[0, 1];
[0.469, 16.333, 9.0, 0.769];[0.451, 14.333, 10.0, 0.669];[0, 1];
[0.438, 16.0, 7.0, 0.762];[0.466, 10.333, 12.667, 0.811];[0, 1];
[0.46, 15.0, 14.0, 0.757];[0.417, 15.667, 11.0, 0.746];[1, 0];
[0.441, 16.667, 12.333, 0.706];[0.416, 9.667, 13.0, 0.742];[0, 1];
[0.431, 12.0, 8.0, 0.735];[0.438, 12.333, 10.667, 0.78];[0, 1];
[0.428, 16.0, 9.333, 0.799];[0.435, 16.667, 8.667, 0.735];[1, 0];
[0.446, 10.667, 11.667, 0.682];[0.42, 12.0, 13.333, 0.734];[0, 1];
[0.436, 17.333, 14.0, 0.601];[0.427, 14.333, 13.667, 0.891];[1, 0];
[0.435, 13.333, 9.0, 0.874];[0.505, 14.333, 8.667, 0.768];[0, 1];
[0.423, 11.667, 15.0, 0.772];[0.479, 12.333, 9.333, 0.836];[1, 0];
[0.498, 10.667, 11.667, 0.792];[0.5, 12.333, 11.333, 0.856];[1, 0];
[0.407, 17.333, 12.667, 0.695];[0.449, 14.333, 10.667, 0.816];[1, 0];
[0.378, 10.0, 14.0, 0.833];[0.394, 9.0, 20.0, 0.879];[0, 1];
[0.416, 16.0, 12.333, 0.731];[0.475, 13.667, 10.0, 0.72];[1, 0];
[0.43, 12.0, 13.0, 0.708];[0.435, 14.667, 11.0, 0.648];[0, 1];
[0.418, 14.667, 9.333, 0.728];[0.441, 11.0, 8.333, 0.777];[0, 1];
[0.485, 15.0, 11.333, 0.834];[0.425, 16.333, 10.667, 0.699];[0, 1];
[0.479, 13.667, 10.333, 0.703];[0.465, 15.667, 9.333, 0.81];[1, 0];
[0.495, 18.667, 7.0, 0.78];[0.454, 14.667, 7.333, 0.749];[1, 0];
[0.41, 11.333, 12.667, 0.716];[0.489, 12.0, 9.333, 0.79];[1, 0];
