[0.458, 13.333, 9.333, 0.72];[0.451, 10.333, 11.333, 0.841];[1, 0];
[0.427, 13.667, 10.667, 0.836];[0.483, 15.0, 8.667, 0.806];[1, 0];
[0.42, 10.0, 5.333, 0.806];[0.453, 12.0, 11.0, 0.755];[0, 1];
[0.507, 12.333, 7.667, 0.862];[0.479, 13.0, 7.333, 0.803];[1, 0];
[0.463, 14.667, 14.333, 0.725];[0.493, 10.333, 11.333, 0.866];[0, 1];
[0.433, 13.667, 13.333, 0.84];[0.44, 6.0, 7.667, 0.826];[1, 0];
[0.47, 14.0, 7.333, 0.797];[0.391, 16.333, 8.667, 0.806];[1, 0];
[0.45, 12.0, 10.333, 0.725];[0.466, 12.0, 5.667, 0.767];[0, 1];
[0.414, 9.333, 14.333, 0.675];[0.455, 13.333, 11.0, 0.785];[0, 1];
[0.469, 11.333, 7.333, 0.75];[0.499, 13.333, 11.0, 0.777];[0, 1];
[0.434, 11.333, 11.0, 0.758];[0.442, 10.333, 13.0, 0.843];[1, 0];
[0.422, 13.0, 12.667, 0.835];[0.442, 12.667, 10.333, 0.754];[1, 0];
[0.465, 11.0, 7.0, 0.632];[0.455, 12.667, 12.333, 0.743];[1, 0];
[0.438, 10.667, 8.667, 0.852];[0.467, 8.0, 6.333, 0.785];[1, 0];
[0.438, 15.333, 8.667, 0.784];[0.49, 14.333, 10.333, 0.709];[0, 1];
[0.531, 16.667, 11.0, 0.73];[0.394, 16.333, 9.667, 0.752];[1, 0];
[0.45, 10.667, 6.667, 0.869];[0.486, 11.667, 5.667, 0.82];[1, 0];
[0.45, 14.667, 6.0, 0.829];[0.464, 13.333, 8.667, 0.761];[1, 0];
[0.442, 14.0, 10.333, 0.783];[0.49, 18.0, 14.667, 0.858];[1, 0];
[0.499, 16.0, 8.667, 0.851];[0.471, 14.0, 5.333, 0.817];[0, 1];
[0.444, 11.0, 9.0, 0.687];[0.457, 12.0, 9.667, 0.752];[1, 0];
[0.489, 11.333, 5.0, 0.809];[0.462, 18.333, 13.333, 0.753];[1, 0];
[0.479, 14.0, 9.333, 0.818];[0.456, 17.667, 13.667, 0.84];[1, 0];
[0.445, 10.667, 6.667, 0.797];[0.417, 11.667, 8.667, 0.819];[1, 0];
[0.455, 9.667, 10.333, 0.858];[0.493, 13.667, 12.667, 0.797];[0, 1];
[0.48, 12.0, 7.0, 0.712];[0.431, 14.333, 11.0, 0.769];[1, 0];
[0.378, 12.0, 13.333, 0.84];[0.421, 16.667, 10.667, 0.76];[1, 0];
[0.468, 11.333, 9.333, 0.867];[0.452, 14.0, 8.333, 0.876];[0, 1];
[0.402, 15.0, 9.667, 0.862];[0.473, 13.333, 7.667, 0.795];[0, 1];
[0.482, 16.0, 11.0, 0.714];[0.432, 13.0, 8.667, 0.798];[0, 1];
[0.411, 10.333, 10.667, 0.823];[0.489, 15.333, 8.0, 0.688];[0, 1];
[0.446, 18.0, 12.667, 0.71];[0.467, 10.0, 13.333, 0.77];[0, 1];
[0.443, 9.667, 10.0, 0.881];[0.45, 16.333, 8.0, 0.708];[0, 1];
[0.492, 17.667, 8.0, 0.777];[0.42, 13.333, 11.667, 0.735];[1, 0];
[0.439, 15.667, 11.667, 0.75];[0.419, 15.333, 11.0, 0.769];[0, 1];
[0.524, 12.667, 9.667, 0.789];[0.53, 12.667, 9.667, 0.701];[1, 0];
[0.424, 11.333, 12.333, 0.799];[0.408, 14.333, 7.667, 0.737];[1, 0];
[0.504, 9.0, 10.333, 0.846];[0.481, 8.667, 5.667, 0.842];[1, 0];
[0.496, 14.0, 8.667, 0.81];[0.405, 16.0, 7.667, 0.786];[1, 0];
[0.481, 14.0, 9.667, 0.784];[0.492, 18.0, 10.0, 0.832];[0, 1];
[0.437, 11.667, 9.333, 0.826];[0.466, 13.0, 12.0, 0.746];[0, 1];
[0.526, 10.333, 7.667, 0.767];[0.453, 11.667, 10.333, 0.762];[0, 1];
[0.46, 16.0, 13.333, 0.742];[0.51, 11.667, 7.667, 0.768];[1, 0];
[0.53, 15.667, 12.333, 0.756];[0.474, 17.0, 11.0, 0.801];[1, 0];
[0.484, 14.667, 8.0, 0.765];[0.434, 11.667, 15.333, 0.788];[1, 0];
[0.456, 9.0, 9.0, 0.889];[0.417, 22.0, 14.0, 0.737];[1, 0];
[0.459, 10.333, 5.667, 0.835];[0.496, 11.333, 8.333, 0.742];[1, 0];
[0.457, 16.0, 12.667, 0.83];[0.485, 15.333, 13.0, 0.848];[0, 1];
[0.489, 13.0, 12.0, 0.777];[0.473, 13.667, 10.333, 0.737];[0, 1];
[0.443, 13.0, 11.0, 0.726];[0.454, 18.0, 7.0, 0.772];[0, 1];
[0.462, 11.0, 11.333, 0.818];[0.419, 18.333, 10.333, 0.826];[1, 0];
[0.457, 8.667, 6.0, 0.858];[0.468, 11.333, 11.333, 0.856];[0, 1];
[0.477, 11.0, 8.667, 0.789];[0.412, 17.333, 10.667, 0.751];[1, 0];
[0.489, 11.333, 8.667, 0.672];[0.455, 15.333, 9.667, 0.831];[0, 1];
[0.437, 12.333, 9.667, 0.803];[0.52, 17.667, 10.0, 0.803];[0, 1];
[0.488, 12.667, 7.667, 0.77];[0.406, 11.333, 14.667, 0.758];[1, 0];
[0.477, 13.333, 10.667, 0.749];[0.35, 20.0, 4.0, 0.733];[1, 0];
[0.407, 14.0, 12.667, 0.805];[0.466, 18.0, 17.667, 0.85];[1, 0];
[0.395, 13.333, 10.0, 0.752];[0.478, 12.333, 10.0, 0.77];[0, 1];
[0.438, 9.0, 6.0, 0.833];[0.381, 14.0, 11.0, 0.762];[0, 1];
[0.434, 16.0, 10.0, 0.736];[0.432, 13.333, 8.333, 0.743];[1, 0];
[0.484, 10.333, 5.667, 0.79];[0.451, 16.333, 7.333, 0.948];[1, 0];
[0.413, 14.333, 10.0, 0.754];[0.472, 16.0, 7.333, 0.75];[1, 0];
[0.473, 11.667, 11.333, 0.809];[0.482, 13.0, 6.667, 0.759];[1, 0];
[0.389, 18.0, 18.0, 0.944];[0.378, 13.0, 14.0, 0.65];[1, 0];
[0.407, 16.333, 12.0, 0.781];[0.465, 16.0, 9.333, 0.752];[0, 1];
[0.538, 15.0, 8.667, 0.659];[0.423, 15.667, 12.333, 0.849];[1, 0];
[0.443, 13.0, 9.667, 0.79];[0.461, 14.333, 10.0, 0.846];[1, 0];
[0.461, 14.0, 6.333, 0.787];[0.455, 14.0, 6.667, 0.781];[0, 1];
[0.451, 11.667, 8.333, 0.847];[0.449, 11.667, 7.667, 0.895];[0, 1];
[0.454, 18.0, 9.0, 0.871];[0.422, 14.333, 11.0, 0.785];[0, 1];
[0.461, 9.333, 8.0, 0.718];[0.447, 17.0, 12.0, 0.708];[1, 0];
[0.53, 12.333, 7.333, 0.747];[0.451, 13.667, 8.667, 0.807];[1, 0];
[0.463, 16.0, 12.0, 0.761];[0.465, 17.0, 8.667, 0.757];[1, 0];
[0.452, 14.0, 10.333, 0.8];[0.474, 15.333, 7.667, 0.785];[0, 1];
[0.544, 17.333, 8.333, 0.841];[0.417, 14.333, 13.0, 0.779];[1, 0];
[0.516, 14.667, 12.333, 0.679];[0.423, 13.0, 13.333, 0.783];[1, 0];
[0.456, 10.667, 8.0, 0.889];[0.446, 14.333, 7.667, 0.792];[0, 1];
[0.484, 12.667, 9.333, 0.858];[0.403, 9.333, 8.333, 0.813];[1, 0];
[0.435, 11.667, 7.667, 0.757];[0.495, 13.333, 12.0, 0.709];[0, 1];
[0.482, 11.667, 10.333, 0.817];[0.44, 16.0, 13.0, 0.722];[0, 1];
[0.469, 13.333, 10.667, 0.874];[0.41, 8.333, 11.333, 0.765];[1, 0];
[0.48, 11.667, 11.667, 0.742];[0.464, 14.0, 8.333, 0.803];[1, 0];
[0.527, 11.333, 7.333, 0.762];[0.476, 10.667, 10.0, 0.759];[0, 1];
[0.503, 11.0, 6.333, 0.736];[0.465, 10.667, 5.333, 0.742];[1, 0];
